sample_id,batch_id,collection_timestamp,feed_type,moisture_pct,protein_pct,fiber_pct,energy_mcal_per_kg,mineral_deficiency_index,urea_pct,sand_silica_pct,aflatoxin_ppb,fungal_load_index,mould_index_pct,storage_temperature_c,ph,sampling_depth_cm,device_id,firmware_version,measurement_repeat,spoilage_flag,adulteration_type,quality_status,split
F000126,B004660,2025-01-03 14:12:07.464248808,Cattle Feed Pellet,13.6,12.86,14.76,2.51,19.59,2.22,1.25,16.38,2.42,9.65,22.29,,32.2,DEV-0110,1.1.0,3,0,None,Poor,train
F000127,B000725,2025-01-03 14:41:58.883962798,Feed Mash,17.01,14.74,16.82,3.23,15.4,0.11,0.57,55.9,6.63,69.1,26.05,,34.4,DEV-0074,1.2.0,2,0,Mould/Fungal Contamination,Unsafe,test
F000128,B001235,2025-01-03 15:11:50.303676789,Silage,71.85,6.62,22.14,1.85,11.11,7.22,0.67,7.12,6.42,40.81,36.71,6.4,21.5,DEV-0148,1.1.0,1,1,None,Poor,train
F000129,B008875,2025-01-03 15:41:41.723390779,Feed Mash,11.47,18.79,14.55,2.3,12.81,0.57,2.04,0.92,0.62,32.32,26.66,,5.4,DEV-0063,1.2.0,1,0,None,Good,train
F000130,B008778,2025-01-03 16:11:33.143104770,Feed Mash,18.8,20.4,13.01,2.24,11.97,5.49,1.16,7.44,6.37,31.91,32.1,,22.4,DEV-0073,1.1.0,1,0,None,Poor,test
F000131,B005850,2025-01-03 16:41:24.562818760,Cattle Feed Pellet,11.04,9.37,12.13,3.06,14.09,1.2,0.8,2.32,0.61,17.55,30.46,,29.5,DEV-0024,1.0.0,1,0,None,Moderate,test
F000132,B007678,2025-01-03 17:11:15.982532751,Silage,72.22,8.66,24.82,2.13,5.29,0.85,1.02,3.79,1.27,6.44,36.34,4.93,31.4,DEV-0030,1.1.0,2,0,None,Moderate,train
F000133,B003167,2025-01-03 17:41:07.402246741,Mineral Mixture,5.28,3.3,1.0,2.15,10.86,0.98,0.0,0.57,4.44,1.79,17.6,,23.9,DEV-0114,1.2.0,2,0,None,Good,test
F000134,B006089,2025-01-03 18:10:58.821960732,Cattle Feed Pellet,6.91,22.63,12.89,2.97,13.01,0.5,5.19,6.82,3.21,21.57,26.53,,45.5,DEV-0098,1.2.0,2,0,None,Good,train
F000135,B007900,2025-01-03 18:40:50.241674722,Silage,60.04,,23.94,2.09,5.23,0.52,0.0,9.94,3.8,0.0,34.77,5.25,28.2,DEV-0006,1.1.0,3,0,None,Good,train
F000136,B007025,2025-01-03 19:10:41.661388712,Mineral Mixture,3.99,8.58,3.91,1.93,13.69,0.0,0.62,1.62,3.2,22.0,32.37,,20.2,DEV-0077,1.1.0,2,0,None,Good,test
F000137,B003611,2025-01-03 19:40:33.081102703,Mineral Mixture,5.6,9.18,2.15,1.81,15.63,3.17,1.74,9.07,4.39,5.29,22.46,,56.7,DEV-0102,1.2.0,2,0,None,Good,train
F000138,B001307,2025-01-03 20:10:24.500816693,Cattle Feed Pellet,16.4,25.08,14.39,3.06,10.88,0.0,0.41,5.99,5.13,33.47,32.42,,52.1,DEV-0030,1.0.0,1,0,None,Moderate,train
F000139,B006001,2025-01-03 20:40:15.920530684,Cattle Feed Pellet,10.18,19.74,11.92,2.74,13.92,0.0,3.0,2.84,2.72,0.0,34.98,,50.3,DEV-0136,1.1.0,3,0,None,Moderate,train
F000140,B002970,2025-01-03 21:10:07.340244674,Feed Mash,15.19,13.93,20.65,2.55,13.29,0.31,5.54,1.92,4.06,20.18,22.84,,46.2,DEV-0117,1.1.0,1,0,None,Moderate,train
F000141,B001974,2025-01-03 21:39:58.759958665,Silage,57.56,9.43,23.34,2.32,14.46,1.17,1.03,4.55,3.62,0.3,19.69,4.08,18.1,DEV-0021,1.1.0,2,0,None,Good,train
F000142,B006502,2025-01-03 22:09:50.179672655,Cattle Feed Pellet,12.84,24.74,13.95,2.47,4.29,1.02,1.38,0.18,0.93,7.26,28.66,,25.8,DEV-0061,1.0.0,3,0,None,Good,train
F000143,B003880,2025-01-03 22:39:41.599386646,Mineral Mixture,5.6,14.42,2.09,2.19,1.71,0.18,0.45,13.34,1.54,3.23,19.92,,2.4,DEV-0001,1.2.0,1,0,None,Good,train
F000144,B005873,2025-01-03 23:09:33.019100636,Silage,78.17,8.35,18.84,2.21,31.77,0.22,4.91,6.73,1.96,10.7,22.88,5.21,21.2,DEV-0044,1.2.0,1,0,None,Moderate,train
F000145,B001516,2025-01-03 23:39:24.438814627,Mineral Mixture,3.66,13.02,5.64,1.4,8.56,0.0,0.55,5.9,4.88,33.53,35.06,,50.3,DEV-0028,1.0.0,1,0,None,Good,validation
F000146,B000379,2025-01-04 00:09:15.858528617,Mineral Mixture,4.97,5.97,9.15,1.87,9.47,0.0,0.09,2.39,4.48,20.8,41.2,,19.1,DEV-0145,1.1.0,2,0,None,Moderate,train
F000147,B000016,2025-01-04 00:39:07.278242608,Cattle Feed Pellet,13.7,16.48,15.51,2.74,20.23,1.16,1.21,8.87,5.73,13.31,35.5,,12.0,DEV-0003,1.0.0,3,0,None,Moderate,train
F000148,B008915,2025-01-04 01:08:58.697956598,Cattle Feed Pellet,13.97,20.57,14.33,2.22,23.11,0.0,1.27,7.9,2.1,4.83,28.8,,40.7,DEV-0029,1.1.0,2,0,None,Moderate,train
F000149,B001853,2025-01-04 01:38:50.117670589,Cattle Feed Pellet,10.19,,16.38,2.79,23.68,0.92,1.67,7.63,0.0,24.95,21.4,,31.0,DEV-0110,1.0.0,2,0,None,Moderate,validation
F000150,B003872,2025-01-04 02:08:41.537384579,Silage,55.9,16.16,23.94,2.37,3.84,0.77,0.02,6.71,2.82,6.55,31.01,4.52,31.5,DEV-0034,1.1.0,1,0,None,Good,validation
F000151,B005599,2025-01-04 02:38:32.957098569,Cattle Feed Pellet,11.5,27.07,20.29,2.33,27.97,0.0,0.0,53.8,3.35,74.74,31.95,,58.9,DEV-0027,1.1.0,2,0,Mould/Fungal Contamination,Unsafe,train
F000152,B002624,2025-01-04 03:08:24.376812560,Cattle Feed Pellet,11.22,21.15,18.69,2.09,15.58,0.41,0.0,4.8,4.22,28.94,26.44,,34.9,DEV-0126,1.1.0,1,0,None,Good,train
F000153,B001727,2025-01-04 03:38:15.796526550,Silage,68.22,8.83,23.31,2.35,18.86,1.08,1.26,5.84,1.38,21.54,21.97,5.9,53.3,DEV-0087,1.2.0,3,1,None,Poor,train
F000154,B002054,2025-01-04 04:08:07.216240541,Cattle Feed Pellet,12.71,18.15,11.94,2.96,14.18,0.18,1.86,5.47,1.07,35.1,33.78,,39.3,DEV-0039,1.1.0,1,0,None,Moderate,validation
F000155,B008041,2025-01-04 04:37:58.635954531,Feed Mash,12.88,24.34,15.88,2.56,10.31,0.0,0.62,6.08,0.0,28.16,32.02,,16.3,DEV-0020,1.1.0,2,0,None,Moderate,train
F000156,B001793,2025-01-04 05:07:50.055668522,Feed Mash,15.67,16.6,18.38,2.3,21.22,0.96,0.49,45.75,4.45,72.95,31.64,,28.8,DEV-0098,1.1.0,3,0,Mould/Fungal Contamination,Unsafe,validation
F000157,B007814,2025-01-04 05:37:41.475382512,Cattle Feed Pellet,10.87,18.19,14.1,3.1,8.92,1.29,0.11,2.04,5.49,13.2,27.06,,40.8,DEV-0114,1.0.0,1,0,None,Moderate,validation
F000158,B007190,2025-01-04 06:07:32.895096503,Feed Mash,17.65,15.84,23.08,2.23,28.75,0.76,0.0,48.15,10.55,96.49,38.43,,37.1,DEV-0137,1.1.0,1,0,Mould/Fungal Contamination,Unsafe,train
F000159,B004255,2025-01-04 06:37:24.314810493,Silage,74.1,8.28,,2.35,2.51,1.66,0.68,5.77,0.0,20.42,32.17,4.68,28.9,DEV-0051,1.1.0,1,0,None,Moderate,train
F000160,B002240,2025-01-04 07:07:15.734524484,Silage,64.66,8.32,18.77,1.99,12.54,1.24,0.0,3.07,3.17,21.46,37.01,4.38,36.8,DEV-0036,1.0.0,1,1,None,Poor,train
F000161,B007628,2025-01-04 07:37:07.154238474,Feed Mash,17.37,10.81,11.82,3.14,0.89,0.04,1.47,2.08,5.75,6.69,31.67,,51.9,DEV-0120,1.1.0,2,0,None,Moderate,train
F000162,B004047,2025-01-04 08:06:58.573952465,Mineral Mixture,5.71,9.13,8.31,1.8,19.99,0.13,4.47,5.43,4.68,20.33,32.66,,38.0,DEV-0079,1.0.0,2,0,None,Good,train
F000163,B003109,2025-01-04 08:36:49.993666455,Mineral Mixture,3.37,14.11,6.62,2.26,17.17,2.31,2.15,9.83,8.75,60.11,28.78,,39.7,DEV-0067,1.2.0,1,0,Mould/Fungal Contamination,Poor,train
F000164,B006219,2025-01-04 09:06:41.413380446,Mineral Mixture,5.73,17.95,7.59,1.72,6.18,4.24,2.41,2.73,2.29,3.34,31.21,,47.1,DEV-0116,1.1.0,1,0,None,Good,train
F000165,B008302,2025-01-04 09:36:32.833094436,Cattle Feed Pellet,15.57,18.44,20.43,3.13,14.13,5.95,0.42,40.45,6.88,60.0,35.54,,13.3,DEV-0132,1.2.0,3,0,Mould/Fungal Contamination,Unsafe,train
F000166,B003637,2025-01-04 10:06:24.252808426,Mineral Mixture,6.09,7.43,5.32,1.96,13.82,1.82,0.48,4.21,6.75,36.95,21.92,,9.5,DEV-0049,1.2.0,1,0,None,Good,train
F000167,B003870,2025-01-04 10:36:15.672522417,Feed Mash,12.49,14.98,14.62,3.4,15.79,2.21,1.02,6.42,2.0,24.81,36.32,,15.6,DEV-0023,1.1.0,2,0,None,Moderate,validation
F000168,B001518,2025-01-04 11:06:07.092236407,Feed Mash,12.12,11.23,14.39,2.24,7.01,1.12,2.03,2.54,1.96,0.0,34.73,,1.2,DEV-0106,1.1.0,1,0,None,Good,train
F000169,B001969,2025-01-04 11:35:58.511950398,Silage,67.12,8.63,34.18,2.16,12.56,5.38,0.0,10.62,1.99,20.07,23.05,4.57,37.8,DEV-0075,1.0.0,3,0,None,Moderate,validation
F000170,B008851,2025-01-04 12:05:49.931664388,Mineral Mixture,5.1,20.41,1.0,1.6,12.53,3.26,0.89,7.32,3.56,36.66,20.13,,38.0,DEV-0128,1.1.0,1,0,None,Good,train
F000171,B008797,2025-01-04 12:35:41.351378379,Silage,88.0,10.93,22.98,2.05,12.8,0.49,0.38,1.37,4.2,1.99,31.8,4.14,21.1,DEV-0110,1.1.0,1,0,None,Poor,validation
F000172,B006307,2025-01-04 13:05:32.771092369,Silage,85.73,6.25,27.14,2.65,21.19,3.91,0.57,1.52,4.94,17.79,32.85,,5.3,DEV-0120,1.1.0,3,0,None,Poor,test
F000173,B001705,2025-01-04 13:35:24.190806360,Silage,67.66,9.91,29.39,2.48,18.28,0.0,1.52,3.41,4.25,33.75,32.94,5.38,37.5,DEV-0023,1.0.0,2,0,None,Moderate,train
F000174,B006499,2025-01-04 14:05:15.610520350,Cattle Feed Pellet,11.5,,12.15,2.47,8.7,0.53,1.13,21.08,0.0,6.42,25.9,,7.5,DEV-0128,1.1.0,1,0,None,Poor,train
F000175,B002139,2025-01-04 14:35:07.030234341,Feed Mash,13.62,17.33,9.54,2.76,6.11,4.15,0.15,9.1,1.13,16.16,35.55,,34.4,DEV-0142,1.2.0,3,0,None,Moderate,test
F000176,B001421,2025-01-04 15:04:58.449948331,Silage,76.56,10.3,27.09,2.07,18.36,4.97,1.02,10.07,6.5,43.53,31.53,,50.7,DEV-0034,1.1.0,3,0,None,Poor,train
F000177,B004242,2025-01-04 15:34:49.869662322,Cattle Feed Pellet,14.09,22.92,14.76,2.89,3.81,0.0,1.37,4.63,4.93,7.96,34.23,,55.2,DEV-0017,1.0.0,2,0,None,Good,train
F000178,B005384,2025-01-04 16:04:41.289376312,Cattle Feed Pellet,13.01,19.7,14.29,2.67,8.97,1.18,0.58,4.96,3.93,29.61,26.49,,58.8,DEV-0144,1.0.0,1,0,None,Moderate,train
F000179,B008033,2025-01-04 16:34:32.709090303,Cattle Feed Pellet,11.88,19.18,14.28,2.8,19.87,0.14,0.36,4.62,4.41,14.77,27.41,,48.7,DEV-0129,1.1.0,1,0,None,Good,validation
F000180,B004478,2025-01-04 17:04:24.128804293,Feed Mash,14.8,15.16,18.79,2.63,13.92,1.35,2.06,0.53,0.0,2.42,32.42,,5.8,DEV-0145,1.1.0,3,0,None,Good,test
F000181,B005152,2025-01-04 17:34:15.548518283,Cattle Feed Pellet,8.25,21.09,14.28,2.84,8.76,0.6,1.66,3.14,1.16,1.93,23.18,,48.3,DEV-0074,1.0.0,2,0,None,Good,train
F000182,B006824,2025-01-04 18:04:06.968232274,Feed Mash,8.81,18.26,17.19,2.2,9.64,1.97,8.54,5.39,5.29,48.81,29.42,,27.0,DEV-0116,1.1.0,2,0,Sand/Silica Contamination,Poor,train
F000183,B007496,2025-01-04 18:33:58.387946264,Cattle Feed Pellet,10.38,26.32,,2.91,21.33,0.15,1.89,1.36,1.92,17.24,29.29,,17.8,DEV-0047,1.1.0,2,0,None,Moderate,train
F000184,B002768,2025-01-04 19:03:49.807660255,Cattle Feed Pellet,11.39,14.33,17.35,3.5,27.48,0.84,1.15,7.73,7.98,53.94,23.87,,22.1,DEV-0046,1.2.0,2,0,None,Moderate,train
F000185,B007956,2025-01-04 19:33:41.227374245,Feed Mash,16.9,14.49,15.3,1.82,36.77,1.68,1.34,39.03,11.18,70.47,32.25,,5.0,DEV-0074,1.1.0,3,0,Mineral Imbalance,Unsafe,train
F000186,B002175,2025-01-04 20:03:32.647088236,Cattle Feed Pellet,12.28,18.83,12.2,3.09,11.0,0.66,1.43,0.43,3.42,0.0,28.59,,54.4,DEV-0030,1.2.0,3,0,None,Good,train
F000187,B003474,2025-01-04 20:33:24.066802226,Cattle Feed Pellet,14.27,12.9,12.85,2.85,12.83,6.37,0.6,4.18,2.12,32.9,34.39,,22.9,DEV-0136,1.0.0,2,0,None,Moderate,train
F000188,B004652,2025-01-04 21:03:15.486516217,Mineral Mixture,5.65,10.18,1.0,2.75,22.09,0.0,0.09,52.11,3.54,47.33,28.47,,7.4,DEV-0034,1.1.0,3,0,None,Poor,train
F000189,B008134,2025-01-04 21:33:06.906230207,Silage,64.05,5.17,29.96,2.9,12.92,1.07,1.44,4.08,2.93,19.67,35.46,5.93,22.5,DEV-0083,1.2.0,1,1,None,Poor,train
F000190,B000020,2025-01-04 22:02:58.325944198,Feed Mash,15.98,12.14,14.38,2.73,13.5,4.52,1.45,1.52,3.84,8.66,23.75,,46.8,DEV-0020,1.2.0,1,0,None,Moderate,train
F000191,B001165,2025-01-04 22:32:49.745658188,Cattle Feed Pellet,8.72,17.54,16.34,2.59,16.88,3.59,1.24,2.72,2.65,12.51,29.66,,40.0,DEV-0129,1.1.0,1,0,None,Good,train
F000192,B008056,2025-01-04 23:02:41.165372179,Silage,79.18,10.78,18.61,2.51,13.3,3.26,1.59,3.78,5.22,18.62,30.22,4.52,40.8,DEV-0106,1.1.0,3,0,None,Poor,train
F000193,B002342,2025-01-04 23:32:32.585086169,Cattle Feed Pellet,13.15,21.72,,2.14,30.26,1.24,0.87,7.12,5.37,48.3,32.44,,48.3,DEV-0047,1.1.0,2,0,None,Moderate,train
F000194,B006893,2025-01-05 00:02:24.004800160,Mineral Mixture,3.89,7.35,12.38,1.46,21.87,0.65,0.56,5.8,0.67,1.77,27.78,,40.3,DEV-0066,1.0.0,1,0,None,Good,train
F000195,B001216,2025-01-05 00:32:15.424514150,Silage,70.27,9.15,14.18,2.3,21.96,1.15,0.14,2.57,4.64,37.91,26.56,4.67,20.4,DEV-0049,1.1.0,3,0,None,Good,train
F000196,B001348,2025-01-05 01:02:06.844228140,Feed Mash,11.84,13.55,18.72,3.17,26.97,2.27,0.6,3.76,7.58,32.13,35.51,,48.9,DEV-0131,1.0.0,3,0,None,Good,validation
F000197,B001292,2025-01-05 01:31:58.263942131,Silage,73.91,9.46,25.92,2.0,15.87,0.85,1.65,9.57,3.72,11.04,33.41,5.27,44.9,DEV-0134,1.2.0,1,0,None,Moderate,train
F000198,B004905,2025-01-05 02:01:49.683656121,Silage,73.57,6.16,22.75,1.81,12.17,1.42,0.95,1.23,6.49,28.78,33.86,6.36,48.2,DEV-0085,1.0.0,1,1,None,Poor,train
F000199,B008255,2025-01-05 02:31:41.103370112,Silage,80.5,10.93,27.04,2.44,31.07,1.26,1.69,53.57,8.76,71.53,32.68,7.0,31.2,DEV-0042,1.0.0,1,1,Mould/Fungal Contamination,Unsafe,train
F000200,B006157,2025-01-05 03:01:32.523084102,Silage,75.82,5.14,28.64,2.32,11.56,3.08,1.69,1.95,4.67,25.3,27.2,5.69,7.9,DEV-0149,1.0.0,3,1,None,Poor,train
F000201,B004015,2025-01-05 03:31:23.942798093,Feed Mash,13.99,11.56,,3.4,17.68,2.92,1.24,1.33,3.28,17.73,28.05,,1.2,DEV-0114,1.2.0,2,0,None,Moderate,train
F000202,B001751,2025-01-05 04:01:15.362512083,Mineral Mixture,4.43,8.38,4.97,1.52,17.7,0.76,0.37,5.26,0.0,13.67,30.7,,35.7,DEV-0073,1.1.0,3,0,None,Good,train
F000203,B007441,2025-01-05 04:31:06.782226074,Cattle Feed Pellet,9.62,12.75,15.36,3.21,19.44,1.0,1.22,3.58,2.5,18.77,15.0,,1.9,DEV-0092,1.1.0,3,0,None,Good,train
F000204,B001577,2025-01-05 05:00:58.201940064,Silage,71.14,7.79,34.53,1.81,8.29,0.45,0.27,2.73,0.27,0.0,21.27,4.4,6.4,DEV-0139,1.1.0,3,0,None,Moderate,train
F000205,B002772,2025-01-05 05:30:49.621654055,Mineral Mixture,3.96,17.59,4.86,2.04,22.29,8.2,0.28,48.66,3.46,36.91,35.88,,51.9,DEV-0096,1.1.0,3,0,Urea Adulteration,Unsafe,train
F000206,B007277,2025-01-05 06:00:41.041368045,Cattle Feed Pellet,13.04,19.51,20.64,2.15,4.92,0.63,0.11,2.03,5.53,0.0,30.52,,20.2,DEV-0080,1.0.0,3,0,None,Good,train
F000207,B004236,2025-01-05 06:30:32.461082036,Silage,65.3,7.82,28.18,2.34,1.72,2.97,2.6,5.3,1.97,10.76,20.56,4.61,55.6,DEV-0074,1.1.0,3,0,None,Moderate,train
F000208,B008023,2025-01-05 07:00:23.880796026,Cattle Feed Pellet,13.67,18.78,13.91,,23.79,1.89,0.83,1.69,2.22,13.42,32.83,,20.5,DEV-0128,1.0.0,1,0,None,Good,train
F000209,B001739,2025-01-05 07:30:15.300510017,Cattle Feed Pellet,8.07,16.59,7.0,2.45,12.68,1.04,3.0,13.7,5.17,17.54,32.06,,12.2,DEV-0047,1.1.0,1,0,None,Moderate,test
F000210,B000394,2025-01-05 08:00:06.720224007,Cattle Feed Pellet,15.58,21.62,17.63,3.5,15.73,1.2,1.67,14.51,5.76,10.99,27.15,,12.1,DEV-0150,1.1.0,3,0,None,Poor,train
F000211,B006511,2025-01-05 08:29:58.139937997,Cattle Feed Pellet,10.44,16.72,10.7,3.23,16.31,0.0,0.0,3.32,2.16,15.57,26.56,,2.8,DEV-0093,1.1.0,3,0,None,Good,train
F000212,B006373,2025-01-05 08:59:49.559651988,Cattle Feed Pellet,8.39,20.75,15.22,2.38,21.16,0.51,1.1,7.31,8.31,46.96,31.65,,18.8,DEV-0011,1.2.0,2,0,None,Good,train
F000213,B006921,2025-01-05 09:29:40.979365978,Cattle Feed Pellet,9.74,22.02,22.53,3.5,4.53,3.62,0.68,21.61,4.43,28.6,29.1,,51.8,DEV-0006,1.1.0,1,0,None,Poor,train
F000214,B000167,2025-01-05 09:59:32.399079969,Cattle Feed Pellet,12.33,16.11,16.52,2.48,7.45,2.16,0.0,2.87,2.42,10.91,25.11,,49.4,DEV-0029,1.1.0,3,0,None,Moderate,train
F000215,B004859,2025-01-05 10:29:23.818793959,Silage,69.58,10.92,24.58,2.8,12.32,0.41,0.18,3.84,0.24,9.89,26.77,,42.5,DEV-0120,1.1.0,1,0,None,Good,test
F000216,B005288,2025-01-05 10:59:15.238507950,Feed Mash,16.44,12.78,18.23,2.46,11.63,2.92,0.04,2.35,1.21,24.56,26.48,,55.2,DEV-0029,1.0.0,1,0,None,Good,train
F000217,B006001,2025-01-05 11:29:06.658221940,Cattle Feed Pellet,11.25,11.71,13.32,2.87,14.37,2.71,0.0,0.66,4.53,12.19,38.79,,23.4,DEV-0074,1.1.0,2,0,None,Moderate,train
F000218,B000574,2025-01-05 11:58:58.077935931,Feed Mash,11.29,19.85,16.97,2.9,5.94,0.99,1.18,8.88,5.8,21.13,38.52,,17.8,DEV-0046,1.0.0,1,0,None,Moderate,validation
F000219,B005008,2025-01-05 12:28:49.497649921,Feed Mash,10.21,19.25,12.09,2.63,13.44,0.27,1.63,8.36,2.85,26.43,23.85,,53.1,DEV-0043,1.2.0,3,0,None,Moderate,validation
F000220,B007938,2025-01-05 12:58:40.917363912,Cattle Feed Pellet,11.56,15.84,9.75,2.78,6.02,1.45,2.29,7.15,3.94,8.15,28.09,,23.8,DEV-0145,1.2.0,3,0,None,Good,validation
F000221,B001400,2025-01-05 13:28:32.337077902,Silage,62.36,10.98,21.69,2.18,4.2,1.41,0.98,6.04,1.73,0.95,24.0,4.88,22.6,DEV-0006,1.0.0,2,0,None,Good,train
F000222,B000070,2025-01-05 13:58:23.756791893,Mineral Mixture,6.06,10.35,6.0,1.83,10.69,2.44,1.05,3.27,5.89,0.0,34.5,,26.5,DEV-0083,1.2.0,2,0,None,Good,validation
F000223,B004853,2025-01-05 14:28:15.176505883,Feed Mash,13.0,16.01,16.25,,3.13,3.38,0.7,3.57,4.46,10.52,31.58,,30.8,DEV-0102,1.0.0,2,0,None,Good,test
F000224,B002508,2025-01-05 14:58:06.596219874,Cattle Feed Pellet,10.43,20.58,15.48,2.56,11.02,0.0,1.84,1.06,1.95,16.46,34.12,,5.2,DEV-0024,1.1.0,2,0,None,Moderate,validation
F000225,B001843,2025-01-05 15:27:58.015933864,Silage,66.78,10.02,,2.66,2.39,1.73,1.48,4.76,0.0,13.18,24.92,4.87,32.1,DEV-0150,1.0.0,2,0,None,Good,train
F000226,B008889,2025-01-05 15:57:49.435647854,Feed Mash,13.63,17.69,,2.74,9.32,1.5,0.77,3.38,4.11,1.23,28.73,,59.1,DEV-0102,1.1.0,1,0,None,Good,validation
F000227,B005231,2025-01-05 16:27:40.855361845,Cattle Feed Pellet,13.62,16.48,24.52,3.38,10.07,0.43,0.21,4.02,4.3,4.27,30.26,,29.0,DEV-0120,1.0.0,1,0,None,Good,train
F000228,B007914,2025-01-05 16:57:32.275075835,Feed Mash,8.17,18.85,11.63,2.27,8.28,0.39,1.27,4.4,5.58,13.58,25.53,,11.9,DEV-0043,1.1.0,1,0,None,Good,train
F000229,B006915,2025-01-05 17:27:23.694789826,Silage,85.36,8.38,22.2,2.47,1.95,0.68,0.81,1.34,2.8,5.36,23.14,5.14,46.2,DEV-0062,1.2.0,2,0,None,Poor,validation
F000230,B003488,2025-01-05 17:57:15.114503816,Feed Mash,9.9,19.64,17.21,2.38,27.47,0.49,1.01,5.96,3.41,29.94,23.68,,47.8,DEV-0129,1.2.0,3,0,None,Good,train
F000231,B000350,2025-01-05 18:27:06.534217807,Silage,60.98,8.95,25.51,2.02,20.74,0.55,1.19,7.32,4.72,32.08,34.44,5.44,12.2,DEV-0034,1.1.0,3,0,None,Good,train
F000232,B007708,2025-01-05 18:56:57.953931797,Cattle Feed Pellet,10.58,15.88,14.11,2.84,3.28,0.19,0.25,2.64,4.23,0.0,25.19,,30.5,DEV-0090,1.2.0,3,0,None,Good,train
F000233,B000730,2025-01-05 19:26:49.373645788,Mineral Mixture,4.61,7.03,8.37,2.31,6.08,5.23,0.62,5.29,4.05,54.6,22.67,,50.0,DEV-0134,1.1.0,1,0,None,Moderate,validation
F000234,B001834,2025-01-05 19:56:40.793359778,Cattle Feed Pellet,13.07,12.89,14.65,2.65,30.49,0.45,1.25,57.11,1.43,46.15,25.51,,35.0,DEV-0051,1.1.0,3,0,None,Unsafe,train
F000235,B002654,2025-01-05 20:26:32.213073769,Cattle Feed Pellet,18.94,21.36,21.36,2.48,8.73,0.11,0.57,2.62,4.37,23.15,28.58,,27.8,DEV-0143,1.0.0,2,0,None,Poor,train
F000236,B005024,2025-01-05 20:56:23.632787759,Feed Mash,11.53,20.4,12.7,2.23,11.44,0.91,0.37,9.95,2.95,12.25,22.94,,35.5,DEV-0146,1.1.0,1,0,None,Moderate,train
F000237,B007060,2025-01-05 21:26:15.052501750,Cattle Feed Pellet,13.98,22.7,16.28,2.39,0.67,0.91,0.0,28.07,0.15,9.57,25.56,,33.0,DEV-0142,1.1.0,3,0,None,Poor,train
F000238,B006701,2025-01-05 21:56:06.472215740,Silage,81.4,4.54,20.66,2.6,29.85,0.34,1.24,12.81,4.02,59.2,35.93,6.1,7.7,DEV-0100,1.1.0,1,1,Mould/Fungal Contamination,Unsafe,train
F000239,B000227,2025-01-05 22:25:57.891929731,Silage,73.58,6.18,25.61,1.95,19.57,0.22,1.13,8.37,5.85,49.23,34.91,5.67,42.8,DEV-0079,1.1.0,1,1,None,Poor,train
F000240,B004532,2025-01-05 22:55:49.311643721,Cattle Feed Pellet,13.97,17.67,9.32,2.59,16.23,0.0,0.75,0.53,6.5,3.01,16.54,,6.2,DEV-0029,1.2.0,3,0,None,Good,train
F000241,B006927,2025-01-05 23:25:40.731357711,Cattle Feed Pellet,11.84,21.28,16.51,3.12,9.44,0.0,1.95,4.09,0.73,17.75,26.24,,56.3,DEV-0136,1.1.0,3,0,None,Moderate,train
F000242,B008922,2025-01-05 23:55:32.151071702,Silage,67.67,8.24,20.57,2.33,20.48,0.0,0.0,3.04,2.73,23.14,34.58,5.27,6.4,DEV-0048,1.0.0,2,0,None,Good,train
F000243,B002944,2025-01-06 00:25:23.570785692,Silage,68.13,9.97,21.83,2.59,4.77,1.27,0.56,7.37,2.08,38.19,29.79,5.03,45.2,DEV-0123,1.1.0,1,0,None,Moderate,train
F000244,B005618,2025-01-06 00:55:14.990499683,Feed Mash,13.38,23.69,14.98,2.53,0.75,2.31,1.43,8.56,2.8,14.53,16.89,,37.0,DEV-0027,1.2.0,3,0,None,Moderate,validation
F000245,B004777,2025-01-06 01:25:06.410213673,Feed Mash,12.91,15.43,18.72,2.79,11.86,0.0,4.96,12.87,6.34,33.39,21.16,,27.4,DEV-0136,1.1.0,3,0,None,Poor,validation
F000246,B004273,2025-01-06 01:54:57.829927664,Cattle Feed Pellet,14.0,22.52,15.36,3.32,14.81,1.42,1.87,3.56,3.99,29.38,35.88,,29.0,DEV-0072,1.2.0,2,0,None,Moderate,train
F000247,B000399,2025-01-06 02:24:49.249641654,Cattle Feed Pellet,12.72,15.37,15.5,2.8,9.1,0.75,0.0,2.3,1.33,11.61,18.23,,26.2,DEV-0057,1.1.0,1,0,None,Good,train
F000248,B004022,2025-01-06 02:54:40.669355645,Mineral Mixture,6.27,17.4,2.55,2.17,2.36,0.49,1.85,1.7,0.0,7.5,32.71,,49.1,DEV-0002,1.1.0,3,0,None,Good,train
F000249,B000052,2025-01-06 03:24:32.089069635,Mineral Mixture,7.36,15.56,4.63,2.13,43.33,14.26,1.41,87.42,10.32,88.52,45.84,,53.3,DEV-0011,1.2.0,3,0,Urea Adulteration,Unsafe,train
F000250,B003359,2025-01-06 03:54:23.508783626,Cattle Feed Pellet,5.18,21.17,22.61,3.13,9.19,1.25,2.09,0.36,4.76,0.0,30.6,,56.5,DEV-0104,1.0.0,2,0,None,Good,train
F000251,B005071,2025-01-06 04:24:14.928497616,Feed Mash,19.93,13.72,19.03,2.82,12.47,6.01,0.91,12.4,5.74,36.75,31.16,,57.9,DEV-0079,1.2.0,3,0,None,Poor,train
